ACCIDENT_NO,PERSON_ID,cluster
T20210005923,B,0
T20220002744,B,2
T20220002744,A,0
T20220002109,B,4
T20220002109,A,1
T20220022683,02,0
T20170021167,A,1
T20120023164,A,4
T20220002701,A,4
T20220002701,B,1
T20230004977,A,1
T20200003295,A,0
T20190008279,A,0
T20240008063,A,4
T20230007785,01,1
T20210001685,01,1
T20240016006,A,2
T20210000562,03,4
T20210000487,A,3
T20210000487,B,3
T20210000487,01,3
T20210000048,B,2
T20220015359,01,6
T20220007451,A,0
T20240015394,A,0
T20120003948,A,2
T20120003987,B,2
T20220007453,01,2
T20220007453,02,2
T20220007453,B,2
T20190009281,A,1
T20240012165,A,2
T20230024592,01,3
T20230024592,A,6
T20220003691,A,1
T20220003691,B,4
T20240011547,B,2
T20170010393,B,2
T20240014205,A,0
T20240014205,B,2
T20170010393,A,0
T20230009064,A,4
T20230009064,B,1
T20230001483,B,2
T20240012018,B,2
T20240013157,B,0
T20240013157,01,2
T20240013157,A,2
T20240013128,A,2
T20240013128,02,0
T20240013128,01,0
T20240013128,B,0
T20170001814,A,1
T20170001814,B,4
T20240003347,B,2
T20240011482,B,4
T20240003045,02,0
T20240003045,A,0
T20240003045,B,2
T20240003045,01,0
T20230017262,A,1
T20230015166,A,2
T20230015166,B,0
T20230008655,01,0
T20230008655,A,0
T20230008655,B,2
T20220024948,01,3
T20220023217,B,2
T20230005618,01,2
T20230022849,A,2
T20220021947,A,0
T20210025463,B,3
T20230017179,B,0
T20230021811,01,1
T20220016122,A,0
T20200000010,A,1
T20220025683,A,4
T20220025683,01,1
T20220025683,B,1
T20220016122,B,0
T20220009183,01,1
T20230028777,B,2
T20230002244,B,2
T20180020565,A,6
T20180020565,01,1
T20140013279,A,6
T20140013279,A,6
T20140013279,03,6
T20140013279,03,6
T20140013279,05,6
T20140013279,05,6
T20140013279,02,6
T20140013279,02,6
T20220027250,02,2
T20220027250,01,0
T20220027250,A,2
T20240004826,A,0
T20230030064,A,2
T20230028220,B,2
T20230011028,A,0
T20220006790,02,0
T20220010922,A,2
T20230002714,A,0
T20230002714,B,2
T20200016139,B,2
T20200016139,A,0
T20220025866,B,1
T20220025522,B,1
T20150002655,A,3
T20230025585,A,2
T20220027931,A,2
T20220027931,B,0
T20230019230,A,2
T20220027260,A,0
T20220026787,B,3
T20190008700,A,0
T20210017626,02,6
T20210017626,01,6
T20210010669,B,2
T20210010669,B,2
T20230001233,01,0
T20230002179,A,1
T20230020350,A,0
T20230002179,B,4
T20220006759,A,0
T20220006759,B,2
T20220014396,B,2
T20230003058,B,4
T20200008987,A,1
T20210020108,A,0
T20210020108,B,2
T20220014396,01,0
T20230002730,B,2
T20220029516,03,0
T20230017734,B,0
T20220011607,B,2
T20180011204,A,1
T20220014396,02,2
T20190007434,B,0
T20230012229,B,0
T20220008333,B,3
T20240008736,A,2
T20240008736,B,0
T20210010790,B,2
T20230021612,01,6
T20240010071,A,1
T20240008620,A,0
T20240013672,A,0
T20230024465,A,1
T20240008620,B,2
T20230001400,01,2
T20240016156,B,0
T20240007787,A,4
T20240010050,B,2
T20240010050,A,0
T20230019050,A,0
T20230019050,B,2
T20240013403,A,0
T20220026231,A,6
T20220009529,B,2
T20230014186,A,1
T20210006610,A,4
T20240012224,01,2
T20230015717,A,4
T20240008860,B,4
T20240008860,A,1
T20240008860,01,1
T20220011334,B,4
T20240004303,A,4
T20240003071,A,2
T20230015717,B,1
T20230005588,A,6
T20230023021,B,1
T20230029334,01,0
T20230023021,01,1
T20230023021,A,4
T20240003435,01,4
T20240003435,A,6
T20240003435,B,6
T20230003685,A,2
T20240007446,A,0
T20240005915,B,2
T20230000479,B,2
T20220016523,A,0
T20190012492,A,0
T20190012492,B,2
T20230001556,01,4
T20220009021,A,0
T20200004244,B,0
T20200004244,A,2
T20200012897,A,6
T20200012897,01,4
T20200012897,02,6
T20200012564,A,4
T20240011292,A,4
T20230022868,B,6
T20230025280,B,6
T20220019043,B,1
T20230017803,01,1
T20230002891,A,2
T20200021832,B,4
T20220001842,A,0
T20210000266,A,1
T20210000266,B,4
T20220018736,B,2
T20230015237,A,2
T20240014703,A,0
T20210009260,01,2
T20230018555,A,6
T20240014839,B,1
T20240013234,A,2
T20190001736,B,2
T20220014687,A,6
T20220014687,04,4
T20220027690,B,0
T20210009239,02,1
T20210009239,01,1
T20220028423,B,0
T20220028423,A,2
T20220006550,A,0
T20220024948,B,6
T20210012804,A,1
T20210012804,A,1
T20210009239,A,6
T20220026668,A,1
T20230018808,A,2
T20210015289,B,0
T20230008588,A,0
T20230008588,B,2
T20240012224,B,0
T20220015858,A,0
T20220027331,B,1
T20220015858,B,2
T20240003312,A,1
T20170009034,04,5
T20170009034,05,5
T20170009034,A,5
T20120020944,B,2
T20220023359,01,6
T20200012494,01,1
T20200012494,A,4
T20200012494,B,1
T20200012307,B,2
T20210020661,B,2
T20200002298,01,1
T20240003135,C,0
T20220010389,B,4
T20220024608,B,2
T20210023106,A,0
T20210023106,B,0
T20210021310,A,0
T20210021310,B,2
T20210015037,A,1
T20210021644,B,2
T20210021644,A,0
T20210000181,A,1
T20200000287,B,3
T20210000201,B,2
T20210005152,A,0
T20220005340,B,2
T20210023387,01,0
T20210023387,B,2
T20210011220,A,2
T20210016869,B,2
T20210016485,A,0
T20240010833,A,0
T20220025551,B,0
T20220025551,01,0
T20210009046,A,4
T20210008251,A,0
T20210008251,B,2
T20230002542,02,2
T20190008499,A,1
T20220006550,B,2
T20230013937,B,2
T20230013937,A,0
T20230026744,B,2
T20240015172,B,1
T20230029687,B,1
T20230029763,A,2
T20240007776,A,2
T20240010292,A,0
T20240010292,B,0
T20210005686,A,1
T20220007240,01,2
T20240015058,01,0
T20240015058,02,2
T20240015058,B,2
T20240015058,A,0
T20220027895,B,1
T20220024643,A,0
T20220024643,B,2
T20230006836,A,4
T20230006836,B,1
T20210001717,A,0
T20200023374,02,0
T20240013808,A,4
T20240013808,B,1
T20190001800,A,4
T20190001800,B,1
T20230000325,B,0
T20230027369,A,1
T20240008284,01,2
T20190000360,01,2
T20220021851,02,1
T20180000596,B,2
T20230025604,A,0
T20240010186,A,0
T20240013586,B,0
T20120026809,A,6
T20180021126,A,1
T20210013674,A,0
T20210013674,B,2
T20120005934,B,0
T20220002474,B,2
T20220001298,B,2
T20220012336,A,0
T20210022197,02,2
T20210022197,03,0
T20210022197,A,2
T20230012571,A,0
T20200016960,A,2
T20210024931,B,2
T20240005686,A,2
T20210009052,A,2
T20200003892,B,2
T20190017756,B,1
T20230016998,A,0
T20210008726,B,0
T20210008606,01,0
T20210016925,A,2
T20180009356,A,2
T20190008285,B,1
T20200010133,A,1
T20210011173,A,2
T20240010141,B,2
T20230011831,06,2
T20200008744,A,0
T20200008744,01,0
T20200008744,02,0
T20190014590,02,3
T20220024676,A,0
T20220024676,B,2
T20230006036,B,2
T20230004705,01,3
T20180010501,A,1
T20220022348,B,2
T20220003610,02,3
T20230003648,A,2
T20230021377,B,4
T20230018539,B,2
T20240008933,B,2
T20230003667,A,2
T20210006098,B,4
T20210006098,A,1
T20230004705,A,3
T20220012043,A,0
T20220027620,A,0
T20240008906,01,0
T20240008906,A,0
T20210016925,B,0
T20210023905,02,0
T20230020115,01,1
T20210000002,02,2
T20230000417,03,2
T20210016387,02,0
T20220026720,B,2
T20210021929,A,0
T20190013943,01,6
T20230000417,02,0
T20170020598,01,2
T20210021921,03,3
T20190001430,B,1
T20190001430,A,4
T20210008606,A,0
T20210022773,B,2
T20210022773,A,2
T20220008941,01,1
T20210008809,A,1
T20210008809,B,4
T20210008775,A,2
T20230003397,B,0
T20190018009,B,1
T20190025093,C,1
T20190025093,B,4
T20240002173,01,6
T20240002173,A,6
T20240002173,B,4
T20210022666,A,1
T20210022666,B,4
T20230002532,01,4
T20230002532,A,1
T20230002532,B,1
T20220011821,B,2
T20210014067,A,4
T20210014067,B,1
T20230012563,B,6
T20230012563,A,4
T20230012563,01,1
T20190023661,A,4
T20190023661,B,6
T20240013233,A,2
T20240003539,A,2
T20120023162,A,0
T20240016490,02,2
T20210022466,B,4
T20210015747,B,1
T20240025039,A,2
T20240025039,01,0
T20240016402,B,4
T20220011775,B,0
T20240013146,A,1
T20220019871,A,4
T20210016598,B,2
T20210016598,B,2
T20240008906,B,2
T20240008906,02,2
T20240014210,B,2
T20220017823,A,1
T20220017823,B,4
T20220000304,A,0
T20210016521,B,4
T20240000380,B,2
T20240000380,A,0
T20240011313,01,0
T20240011313,A,2
T20240007214,A,0
T20220009908,A,0
T20220009908,B,2
T20220024244,01,2
T20220014725,A,3
T20240016176,01,3
T20240005226,A,2
T20240005347,B,4
T20240005347,A,1
T20240001405,01,1
T20220024244,A,0
T20210021004,A,0
T20210021004,01,0
T20210021004,B,2
T20240011621,A,0
T20240011621,B,2
T20240011621,01,2
T20240011610,B,2
T20240011610,A,0
T20230026296,01,3
T20220013233,B,4
T20210021717,02,2
T20200008619,01,6
T20220015341,B,4
T20130001635,A,2
T20210005959,A,1
T20210023293,A,2
T20210005570,B,1
T20210005570,A,4
T20210023293,B,0
T20210023293,01,2
T20230014639,02,2
T20210001034,A,2
T20210001034,B,0
T20210018470,A,0
T20210018098,B,0
T20210019949,01,0
T20210019949,A,2
T20210019949,B,2
T20230002789,A,0
T20190010202,A,3
T20220007721,01,1
T20230002789,B,0
T20210008822,A,4
T20210009654,B,0
T20210009654,A,2
T20130015398,01,6
T20200023262,B,1
T20200006360,A,1
T20160020268,02,6
T20160020268,03,6
T20210021982,A,4
T20180014019,B,2
T20210009856,B,0
T20210009856,A,2
T20210022056,B,0
T20210022056,A,0
T20210022056,01,2
T20200015943,A,0
T20210014957,A,2
T20230017015,A,4
T20230017015,B,6
T20220027102,B,0
T20220027103,A,2
T20170023806,A,2
T20200000725,B,3
T20230006040,A,4
T20170023806,B,0
T20230027219,A,2
T20230027219,B,0
T20200009056,A,0
T20220027732,B,2
T20230024203,01,0
T20220017395,B,0
T20220017395,A,0
T20240001507,B,0
T20240008165,04,0
T20230011368,A,0
T20240004529,B,0
T20240004529,A,2
T20220028865,01,0
T20240002474,A,2
T20240002451,A,4
T20240002451,B,1
T20240004810,B,2
T20240004810,A,0
T20240000881,B,0
T20240016062,B,0
T20240016062,02,2
T20220022508,A,1
T20230012033,B,4
T20240006357,01,0
T20220027928,01,2
T20240004638,A,0
T20230022251,01,0
T20230022251,A,2
T20230022251,B,2
T20230026365,04,5
T20230026365,A,5
T20230026365,01,5
T20230026365,02,5
T20230026365,B,5
T20230026365,03,5
T20230026091,A,4
T20230028247,B,0
T20230026611,A,1
T20210025538,A,4
T20190009239,A,3
T20190009239,B,3
T20170015352,B,1
T20170015352,A,3
T20220006313,B,1
T20220006313,A,4
T20220006313,02,1
T20220006313,01,1
T20170015352,01,3
T20200016915,01,1
T20210020611,02,2
T20210009346,B,0
T20230009625,01,0
T20220012048,A,0
T20230012081,A,0
T20220000711,A,4
T20230018660,B,1
T20210002614,A,1
T20230021228,B,0
T20210023781,A,2
T20190021927,02,0
T20230018660,A,1
T20210010094,B,2
T20220027250,B,2
T20190019257,B,0
T20230012081,B,2
T20230006714,A,0
T20220005790,A,2
T20220005790,B,0
T20170012481,A,1
T20220004222,B,2
T20240000231,A,0
T20240012821,B,0
T20230025651,B,4
T20230024959,A,2
T20240000231,B,0
T20230025982,01,2
T20240012821,A,0
T20240009041,B,3
T20230004537,B,2
T20230004537,A,0
T20240011940,B,0
T20240002847,A,0
T20240011940,A,2
T20230011572,A,0
T20230011572,B,2
T20240002847,B,2
T20240003217,A,1
T20240003217,02,1
T20240003217,01,1
T20240014009,B,4
T20240002772,01,2
T20240002772,B,2
T20240006009,B,2
T20240006009,01,0
T20210005529,02,3
T20240011273,A,0
T20240002772,A,0
T20240003345,C,0
T20220020051,A,0
T20240010476,02,0
T20230015049,B,2
T20240003345,A,2
T20240011940,01,2
T20220009843,A,1
T20240004415,B,0
T20240004415,01,2
T20240004415,02,2
T20240004415,A,2
T20210023203,A,0
T20210023203,B,2
T20240006357,02,2
T20240004872,B,0
T20170022414,A,2
T20200001469,A,4
T20210004328,A,0
T20170002041,A,0
T20220005687,A,2
T20220005687,B,0
T20220005687,01,0
T20220026017,B,2
T20220026017,A,0
T20180015600,01,3
T20170013788,01,6
T20170013788,A,4
T20230025134,01,2
T20210002304,B,2
T20240000521,A,2
T20120015506,A,0
T20210019212,B,1
T20140017754,B,2
T20140017754,A,0
T20120015506,B,0
T20170013788,B,1
T20220011819,A,0
T20220012266,A,0
T20210021284,A,0
T20220007344,B,2
T20120007516,B,1
T20120007516,01,3
T20210012305,B,1
T20210016891,A,0
T20210016891,A,0
T20210016891,B,0
T20210016891,B,0
T20200015624,B,2
T20230021910,A,2
T20220020942,A,2
T20200001243,B,2
T20200001739,A,0
T20220001554,B,2
T20240011275,01,2
T20220018615,B,2
T20240006813,A,0
T20240010501,A,0
T20230000404,B,2
T20230000404,A,0
T20230004872,01,2
T20240011715,A,0
T20240011715,B,2
T20240016446,02,4
T20220017920,B,1
T20230030508,A,0
T20240011029,A,2
T20240011029,B,0
T20240010286,A,2
T20240010286,B,0
T20230009511,B,0
T20240012226,A,2
T20230005862,A,2
T20230005862,B,2
T20240014040,A,2
T20240019056,A,0
T20220024176,A,0
T20220022549,B,2
T20230022628,02,2
T20170013964,01,1
T20210023808,A,1
T20230005245,B,2
T20230005245,A,0
T20240006545,B,2
T20220020615,B,2
T20220001554,A,0
T20220011088,A,0
T20240001941,A,1
T20170006413,A,2
T20220011048,B,2
T20230007318,B,2
T20230018456,A,1
T20200008403,A,0
T20200017321,A,0
T20200017321,B,2
T20210012799,A,3
T20210021566,B,2
T20220003426,A,0
T20190003690,A,1
T20220006588,02,2
T20220006588,A,2
T20220006622,B,2
T20230003706,01,0
T20220009998,B,0
T20170023725,A,2
T20170023725,B,2
T20190017751,A,0
T20190017751,B,2
T20190024780,B,1
T20220017682,01,2
T20170023725,02,0
T20190008668,B,0
T20240003114,01,2
T20240004525,A,2
T20190021201,B,1
T20220023181,01,1
T20200021774,A,2
T20200021774,01,0
T20210024233,B,2
T20210021171,01,2
T20210013709,02,6
T20220008173,A,0
T20190021201,A,4
T20230014639,A,0
T20230014502,01,6
T20210001800,A,6
T20220020615,A,0
T20230007220,B,2
T20220013894,A,6
T20190022518,A,6
T20230003701,B,0
T20230003701,01,0
T20230003701,A,0
T20220027363,B,2
T20210013537,A,2
T20220003233,01,0
T20220010341,A,4
T20230024212,A,1
T20190009638,A,0
T20210023070,A,4
T20120019419,A,4
T20230016191,A,2
T20240008933,01,0
T20190011552,A,4
T20230017500,01,0
T20230009291,01,2
T20230019406,A,0
T20230022401,B,0
T20220010341,B,1
T20220010341,01,1
T20230019406,01,2
T20230010262,B,2
T20230016087,A,0
T20220003003,B,2
T20220009953,A,1
T20240010362,A,2
T20230002996,B,2
T20210023780,B,0
T20210023780,A,2
T20230011644,B,1
T20210007673,A,1
T20210019897,B,0
T20190001433,A,0
T20190001433,B,2
T20230002345,B,2
T20230002345,A,0
T20210022639,A,0
T20210022639,B,2
T20220012182,B,2
T20210021987,A,0
T20180020482,A,2
T20210021987,B,2
T20220000328,B,2
T20210026507,A,2
T20180020482,01,2
T20210022418,02,1
T20210022016,01,0
T20210021102,B,0
T20190013604,01,6
T20210018764,A,4
T20210018764,B,1
T20220012182,A,0
T20200003551,01,3
T20200003551,02,6
T20210025721,B,2
T20210025721,A,0
T20240001722,B,0
T20230001646,01,3
T20210017087,B,2
T20210017087,A,0
T20170023725,03,0
T20210008873,A,4
T20210008873,B,1
T20210022478,A,2
T20230014884,B,2
T20210015541,B,2
T20220022890,B,0
T20220022890,01,0
T20220022890,A,0
T20230014884,01,0
T20230003331,A,0
T20230002375,B,2
T20220020370,A,4
T20220020370,01,6
T20230012025,B,2
T20230015070,A,4
T20230015070,B,6
T20220009152,B,0
T20230000100,B,0
T20230000100,A,0
T20230000100,01,0
T20220001162,A,4
T20210016974,A,1
T20230020099,B,0
T20210009567,01,0
T20220009152,A,2
T20230017457,B,2
T20230017457,A,0
T20220021595,02,0
T20220021595,A,0
T20220021595,01,0
T20230006036,A,2
T20230006036,01,0
T20170018587,A,4
T20230020420,A,0
T20230029940,A,2
T20220004931,A,4
T20180008817,B,0
T20200008776,B,4
T20210025370,A,0
T20210025370,A,0
T20210025370,B,2
T20210025370,B,2
T20240010122,A,2
T20230006005,B,4
T20220004614,A,2
T20220006027,B,2
T20220003665,B,1
T20210025370,01,0
T20210025370,01,0
T20140016800,B,1
T20220002127,A,0
T20210023886,B,4
T20190016901,A,0
T20190016901,B,2
T20170010984,A,0
T20170010984,B,2
T20220001078,A,2
T20210024975,01,2
T20180015211,A,4
T20210024975,B,2
T20220003665,A,4
T20210024975,A,0
T20230016492,A,2
T20240011239,A,0
T20210001500,A,3
T20220015784,B,0
T20220011495,B,0
T20220003612,01,2
T20210012611,B,6
T20220008216,B,4
T20220008339,B,1
T20220008339,02,4
T20220008339,01,1
T20220009103,B,0
T20210009171,A,1
T20230029282,A,0
T20220009103,A,0
T20230011404,B,2
T20220009103,01,0
T20230000454,01,1
T20230000454,A,4
T20220026491,B,2
T20220026491,A,0
T20220006976,A,4
T20210017722,B,0
T20190002748,B,6
T20230028867,A,2
T20170015103,B,2
T20190001035,B,4
T20210021830,A,1
T20220027008,A,2
T20200013132,A,4
T20230011119,B,2
T20230017366,A,0
T20210016897,B,2
T20230017664,B,2
T20230023212,A,2
T20230023212,B,0
T20210012611,03,4
T20120015123,A,2
T20230018893,B,2
T20200006738,B,4
T20160018382,A,0
T20160018382,B,2
T20120021803,A,1
T20120021803,B,4
T20230024059,B,1
T20210019759,A,2
T20190012814,01,6
T20200001792,A,1
T20220016842,B,0
T20210025837,A,0
T20210025837,B,2
T20210025837,01,2
T20220000339,01,2
T20220000339,02,0
T20220010224,B,2
T20210012823,B,1
T20220016842,A,2
T20190006617,A,0
T20220023439,A,2
T20210023157,A,0
T20210006575,B,0
T20230009495,B,2
T20210008696,A,4
T20210008696,B,1
T20190014115,A,1
T20210024320,A,0
T20210024388,A,2
T20200014256,B,1
T20220028026,A,2
T20210000536,02,5
T20210000536,B,5
T20210000536,A,5
T20210000536,03,5
T20210000536,01,5
T20210000536,04,5
T20230002839,A,2
T20230019766,B,0
T20230014869,01,2
T20230004735,B,2
T20230018837,B,0
T20230014869,B,2
T20220028944,B,4
T20220028944,A,6
T20230018837,A,2
T20230014869,A,0
T20240004093,01,6
T20220012927,01,6
T20220013173,01,4
T20220014162,A,2
T20200002973,B,2
T20210018501,01,1
T20220027924,B,2
T20220027924,A,0
T20230005345,B,2
T20230005345,A,0
T20230001388,A,4
T20230000440,A,1
T20220024167,01,4
T20230004913,B,0
T20230004913,A,2
T20210002047,01,2
T20230000440,01,4
T20160009976,A,4
T20210002047,A,2
T20240007357,B,3
T20200001961,02,6
T20240002841,01,0
T20210023448,A,1
T20220028026,B,0
T20230004841,A,0
T20200014256,A,4
T20220014333,A,1
T20220000939,A,0
T20220000939,B,2
T20210005157,B,1
T20210005157,A,4
T20210016964,A,0
T20210016964,B,2
T20210025781,B,2
T20210012530,A,2
T20210012530,A,2
T20220001358,B,0
T20220001358,A,2
T20210016647,A,2
T20210016647,01,2
T20220008625,07,0
T20190014818,B,4
T20220008625,05,0
T20220008625,06,0
T20190014939,A,1
T20190014939,A,1
T20220008625,02,0
T20210023223,A,2
T20210023223,B,0
T20210018543,A,4
T20210018543,B,6
T20190015324,A,2
T20230010120,A,0
T20220014620,A,0
T20210016521,01,6
T20240020372,B,2
T20230014823,B,2
T20230014823,A,0
T20230016041,A,1
T20240005765,B,2
T20190015138,03,6
T20190015138,B,1
T20230022833,01,2
T20230022833,A,2
T20230022833,B,0
T20190021237,B,1
T20190021237,A,4
T20210019206,A,0
T20240005790,B,2
T20170014875,A,1
T20220004315,01,3
T20220004315,A,3
T20210019206,B,2
T20210019206,01,2
T20240011864,A,0
T20240011864,B,2
T20210017077,B,2
T20240005790,A,0
T20210016581,A,2
T20240003576,A,0
T20220029540,A,0
T20220029540,B,2
T20170022256,B,2
T20230020182,01,0
T20230020182,A,0
T20230020182,B,0
T20240000119,A,1
T20220008561,A,0
T20220008561,B,2
T20210000688,B,0
T20210000688,A,2
T20210008837,A,2
T20220005727,A,2
T20220004864,B,2
T20220004864,A,0
T20210020655,01,0
T20220022418,A,0
T20220022418,B,2
T20220010176,B,2
T20220009327,A,0
T20230004935,B,2
T20210026806,A,1
T20200015930,A,0
T20210018124,A,2
T20210026806,B,4
T20210021459,B,0
T20240010350,B,0
T20210025684,B,3
T20210025684,A,3
T20240013467,A,2
T20200023616,A,0
T20240010274,01,2
T20220015827,A,2
T20220013619,A,0
T20220013619,B,2
T20220001263,A,1
T20200015930,B,2
T20200003561,A,4
T20220001263,B,4
T20220003011,A,0
T20180021187,B,0
T20180021187,01,2
T20180021187,A,2
T20180021187,02,2
T20240000119,B,4
T20230020199,A,1
T20230020199,B,4
T20230020222,02,1
T20230020222,B,1
T20230020222,A,4
T20240005208,B,2
T20240005208,A,0
T20170022256,A,0
T20240011479,A,0
T20240004458,A,0
T20230019687,A,6
T20230019687,B,4
T20230018435,01,2
T20230018435,A,0
T20200005990,A,1
T20200005990,B,4
T20240016199,A,0
T20240016199,B,2
T20240001277,A,4
T20240001277,B,6
T20240001277,02,1
T20240001277,01,1
T20240002210,B,2
T20240002934,02,2
T20240002934,B,2
T20240002934,A,0
T20240001036,A,0
T20240002934,01,0
T20240002956,A,2
T20240002956,B,0
T20230024125,A,1
T20240004761,02,0
T20240000985,01,6
T20230020292,B,1
T20230020292,A,3
T20230024125,B,6
T20220011312,A,2
T20220011312,01,0
T20220011312,B,0
T20180004173,A,4
T20190007221,A,2
T20190007221,01,0
T20180000975,A,4
T20180000975,03,6
T20180004630,B,1
T20220008809,01,2
T20220008809,A,0
T20220008809,B,0
T20200021609,A,0
T20220005145,A,0
T20220005145,B,2
T20220026807,A,2
T20180004630,A,1
T20180004630,01,4
T20220028294,01,2
T20220028294,A,0
T20180009273,B,4
T20180009273,A,1
T20150018130,B,6
T20210022993,01,2
T20210022993,02,0
T20210022993,B,0
T20210022993,A,0
T20180009273,01,1
T20140024775,A,6
T20180009252,01,1
T20220010622,B,4
T20220010622,A,1
T20220010345,B,2
T20220010345,A,2
T20220010345,02,0
T20220010345,04,2
T20220005345,A,2
T20220005345,B,2
T20220005345,01,0
T20230024125,02,4
T20210025426,01,3
T20240005240,A,0
T20180011548,A,2
T20230026701,A,0
T20230026701,B,0
T20230030921,A,2
T20230030921,01,0
T20230030921,02,0
T20220029784,B,1
T20220029784,A,4
T20240004879,A,2
T20240004879,B,2
T20240004879,01,0
T20170011444,B,0
T20220024677,A,2
T20240009520,A,0
T20240010491,02,2
T20230010493,B,4
T20230010493,A,6
T20220024677,B,0
T20120011031,04,5
T20120011031,B,5
T20120011031,02,5
T20120011031,03,5
T20220028732,01,0
T20220028732,03,2
T20220028732,A,0
T20220010345,01,0
T20220010345,03,0
T20220004392,01,2
T20220004392,A,2
T20220010191,A,2
T20210006791,B,1
T20170018049,A,4
T20230011421,A,0
T20210020249,A,0
T20210020683,02,4
T20220002831,B,0
T20220002831,A,0
T20210020683,B,6
T20200000838,B,2
T20230017818,B,0
T20230017818,01,0
T20230017818,A,2
T20230018336,01,0
T20230011421,01,0
T20230011421,B,2
T20230018336,B,2
T20210018352,01,1
T20190023644,A,0
T20190023644,B,2
T20220027667,A,0
T20220027667,B,2
T20220027667,01,0
T20140010509,01,1
T20220009243,A,0
T20220028732,02,2
T20220013942,A,0
T20220013942,B,2
T20240005339,B,1
T20240005339,A,4
T20160025031,01,3
T20240005406,A,2
T20230006040,B,1
T20240010361,A,2
T20240010361,B,0
T20190014718,B,3
T20220029000,A,4
T20230020240,B,0
T20210015734,B,3
T20220021461,B,5
T20220029000,B,1
T20220019194,A,2
T20230020863,A,0
T20230015866,A,1
T20230015403,B,2
T20230015403,A,0
T20190000403,B,6
T20230020472,B,6
T20240010169,B,0
T20220009243,01,2
T20220005861,B,2
T20220005861,A,0
T20210017276,A,4
T20210017474,01,5
T20140010509,A,1
T20210022113,B,2
T20210026809,A,2
T20210026809,B,0
